UAL_promoter,Plate,Well,Strand,Reports_genes,Gene,Operon,Operon_name,Duplicated_reporting,Amplicons
aaeR,7,H6,1,aaeR,aaeR,NA,NA,NA,1
abrB,7,B10,-1,abrB,abrB,NA,NA,NA,1
accB,18,B8,1,"accB,accC",NA,"accB,accC",accBC,NA,1
aceB,13,E3,1,"aceB,aceA,aceK",NA,"aceB,aceA,aceK",aceBAK,aceK,1
aceK,18,A10,1,aceK,aceK,NA,NA,aceK,1
ackA,3,F5,1,"ackA,pta",NA,"ackA,pta",ackA-pta,NA,1
acnB,2,H10,1,acnB,acnB,NA,NA,NA,1
acpP,7,F2,1,acpP,acpP,NA,NA,NA,1
ada,12,F1,-1,"ada,alkB",NA,"ada,alkB",ada-alkB,NA,1
add,5,A8,1,add,add,NA,NA,NA,1
adhE,4,B3,-1,adhE,adhE,NA,NA,NA,1
adiA,2,D6,-1,adiA,adiA,NA,NA,NA,1
adk,5,G6,1,adk,adk,NA,NA,NA,1
adrA,11,G5,1,dgcC,dgcC,NA,NA,NA,1
aegA,4,B6,-1,aegA,aegA,NA,NA,NA,1
aer,1,D4,-1,aer,aer,NA,NA,NA,1
aes,5,E10,-1,aes,aes,NA,NA,NA,1
agaR,8,E5,-1,agaR,agaR,NA,NA,NA,1
agaS,11,D9,1,NA,NA,NA,NA,NA,0
agn43,18,E10,1,"isrC,flu",NA,"isrC,flu",isrC-flu,NA,1
ahpC,13,D11,1,"ahpC,ahpF",NA,"ahpC,ahpF",ahpCF,ahpF,1
ahpF,13,F8,1,ahpF,ahpF,NA,NA,ahpF,1
aidB,12,H6,1,aidB,aidB,NA,NA,NA,1
ais,12,A4,-1,ais,ais,NA,NA,NA,1
alaS,10,B11,-1,alaS,alaS,NA,NA,NA,1
aldA,3,G6,1,aldA,aldA,NA,NA,NA,1
aldB,12,B12,-1,aldB,aldB,NA,NA,NA,1
aldH,3,G5,1,puuC,puuC,NA,NA,puuC,1
allA,13,D8,1,allA,allA,NA,NA,NA,1
allD,13,H7,-1,"allD,allC,allE",NA,"allD,allC,allE",allDCE,NA,1
allR,7,D6,1,allR,allR,NA,NA,NA,1
allS,13,H5,-1,allS,allS,NA,NA,NA,1
alsA,14,D7,-1,alsA,alsA,NA,NA,alsA,1
alsB,15,A4,-1,alsB,alsB,NA,NA,alsB,1
alsI,2,A1,1,rpiB,rpiB,NA,NA,NA,1
alsR,2,B3,-1,"rpiR,alsB,alsA,alsC,alsE",NA,"rpiR,alsB,alsA,alsC,alsE",rpiR-alsBACE,"alsB,alsA",1
amiA,18,E1,1,"amiA,hemF",NA,"amiA,hemF",amiA-hemF,NA,1
amiC,1,D1,-1,amiC,amiC,NA,NA,NA,1
amn,5,A9,1,amn,amn,NA,NA,NA,1
ampD,18,B2,1,"ampD,ampE",NA,"ampD,ampE",ampDE,NA,1
ampH,14,G4,-1,ampH,ampH,NA,NA,NA,1
amyA,4,E7,1,amyA,amyA,NA,NA,NA,1
aniC,3,B11,-1,adiC,adiC,NA,NA,NA,1
ansA,2,F1,1,"ansA,pncA",NA,"ansA,pncA",ansA-pncA,NA,1
ansB,2,D1,-1,ansB,ansB,NA,NA,NA,1
apbE,4,F4,-1,ftp,ftp,NA,NA,NA,1
aphA,18,A11,1,aphA,aphA,NA,NA,NA,1
appA,6,F11,1,appA,appA,NA,NA,appA,1
apt,5,A7,1,apt,apt,NA,NA,NA,1
aqpZ,21,A7,-1,aqpZ,aqpZ,NA,NA,NA,1
araB,20,E1,-1,"araB,araA,araD",NA,"araB,araA,araD",araBAD,araD,1
araC,20,F6,1,araC,araC,NA,NA,NA,1
araD,20,E4,-1,araD,araD,NA,NA,araD,1
araE,20,D2,-1,"araE,ygeA",NA,"araE,ygeA",araE-ygeA,ygeA,1
araF,21,A10,-1,"araF,araG,araH",NA,"araF,araG,araH",araFGH,NA,1
araJ,15,H11,-1,araJ,araJ,NA,NA,NA,1
arcB,20,G6,-1,arcB,arcB,NA,NA,NA,1
argA,1,B7,1,argA,argA,NA,NA,NA,1
argC,1,C6,1,"argC,argB,argH",NA,"argC,argB,argH",argCBH,NA,1
argD,1,F5,-1,argD,argD,NA,NA,NA,1
argE,1,D10,-1,argE,argE,NA,NA,NA,1
argF,1,E6,-1,argF,argF,NA,NA,NA,1
argG,1,B11,1,argG,argG,NA,NA,NA,1
argI,1,E1,-1,argI,argI,NA,NA,NA,1
argP,9,G4,1,argP,argP,NA,NA,NA,1
argQ,8,D11,-1,NA,NA,NA,NA,NA,4
argU,20,C11,1,argU,argU,NA,NA,NA,1
argW,8,B7,1,argW,argW,NA,NA,NA,1
argZ,8,D12,-1,NA,NA,NA,NA,NA,4
aroF,1,F2,-1,"aroF,tyrA",NA,"aroF,tyrA",aroF-tyrA,NA,1
aroH,1,A11,1,aroH,aroH,NA,NA,NA,1
aroK,1,F6,-1,"aroK,aroB,damX,dam,rpe,gph,trpS",NA,"aroK,aroB,damX,dam,rpe,gph,trpS",aroKB-damX-dam-rpe-gph-trpS,"dam,rpe",1
aroL,1,A8,1,"aroL,yaiA,aroM",NA,"aroL,yaiA,aroM",aroL-yaiA-aroM,yaiA,1
aroP,2,C1,-1,aroP,aroP,NA,NA,NA,1
arpA,5,G2,-1,arpA,arpA,NA,NA,NA,1
artP,14,C7,-1,"artP,artI,artQ,artM",NA,"artP,artI,artQ,artM",artPIQM,NA,1
ascG,12,A2,-1,ascG,ascG,NA,NA,NA,1
asd,18,C9,-1,asd,asd,NA,NA,NA,1
asnA,1,B12,1,asnA,asnA,NA,NA,NA,1
asnC,1,D5,-1,"asnC,mioC,mnmG,rsmG",NA,"asnC,mioC,mnmG,rsmG",asnC-mioC-mnmG-rsmG,NA,1
asnS,10,B6,-1,asnS,asnS,NA,NA,NA,1
asnV,8,A10,1,asnV,asnV,NA,NA,NA,1
aspA,5,F4,-1,"aspA,dcuA",NA,"aspA,dcuA",aspA-dcuA,dcuA,1
aspC,1,E7,-1,aspC,aspC,NA,NA,NA,1
aspU,8,B12,1,aspU,aspU,NA,NA,NA,1
asr,6,E6,1,asr,asr,NA,NA,NA,1
astC,13,B2,-1,"astC,astA,astD,astB,astE",NA,"astC,astA,astD,astB,astE",astCADBE,NA,1
atoS,18,D12,1,"atoS,atoC",NA,"atoS,atoC",atoSC,NA,1
atpI,2,D5,-1,"atpI,atpB,atpE,atpF,atpH,atpA,atpG,atpD,atpC",NA,"atpI,atpB,atpE,atpF,atpH,atpA,atpG,atpD,atpC",atpIBEFHAGDC,NA,1
b0165,12,A11,-1,yaeI,yaeI,NA,NA,NA,1
b0255,14,A3,1,"insN-1,insI-1,insO-1,insN",insN,"insN-1,insI-1,insO-1",insN-1I-1O-1,NA,1
b0257,8,C7,1,NA,NA,NA,NA,NA,1
b0259,17,D8,-1,insH-1,insH-1,NA,NA,NA,1
b0298,11,F7,1,insE1,insE1,NA,NA,insE1,1
b0309,12,G4,1,NA,NA,NA,NA,NA,1
b0332,13,G11,1,NA,NA,NA,NA,NA,3
b0360,2,C4,1,"insC-1,insCD-1,insD-1,insC1",insC1,"insC-1,insCD-1,insD-1",insC-1CD-1D-1,insC1,1
b0373,13,G12,-1,"insE-2,insEF-2,insF-2,insE1",insE1,"insE-2,insEF-2,insF-2",insEF-2E-2F-2,insE1,1
b0374,13,D4,1,yaiU,yaiU,NA,NA,NA,1
b0501,11,F9,1,NA,NA,NA,NA,NA,1
b0540,14,A5,1,"insE-3,insEF-3,insF-3,ybcD,peaD,insE1,renD","peaD,insE1,renD","insE-3,insEF-3,insF-3,ybcD","insE-3EF-3F-3,ybcD","insE1,renD",1
b0582,3,G12,1,"hokE,insL-2,sokE","hokE,sokE",insL-2,insL-2,NA,1
b0656,14,G3,-1,insH-3,insH-3,NA,NA,NA,1
b0663,7,D8,1,NA,NA,NA,NA,NA,2
b0671,8,A3,-1,glnU,glnU,NA,NA,NA,1
b0725,12,H9,1,sucA,sucA,NA,NA,sucA,1
b1027,16,C5,-1,"insE-4,insEF-4,insF-4,insE1",insE1,"insE-4,insEF-4,insF-4",insEF-4E-4F-4,insE1,1
b1142,16,C8,1,NA,NA,NA,NA,NA,1
b1172,16,C11,-1,"ymgG,ymgD,ymgI",ymgI,"ymgG,ymgD",ymgGD,NA,1
b1228,14,F4,1,NA,NA,NA,NA,NA,3
b1240,15,D10,-1,"ychG_1,ychG_2,insZ",insZ,"ychG_1,ychG_2",ychG_1G_2,NA,1
b1331,5,B11,1,insH-4,insH-4,NA,NA,NA,1
b1367,15,C5,1,NA,NA,NA,NA,NA,1
b1403,16,A11,-1,"insC-2,insCD-2,insD-2,insC1",insC1,"insC-2,insCD-2,insD-2",insCD-2C-2D-2,insC1,1
b1420,12,A5,-1,"hokB,mokB","hokB,mokB",NA,NA,NA,1
b1437,17,D5,-1,NA,NA,NA,NA,NA,1
b1788,4,F7,-1,NA,NA,NA,NA,NA,1
b1966,5,A5,1,yedS_3,yedS_3,NA,NA,NA,1
b1997,17,A7,-1,NA,NA,NA,NA,NA,1
b1998,5,G12,1,NA,NA,NA,NA,NA,1
b2192,4,B4,-1,insH-8,insH-8,NA,NA,NA,1
b2394,5,C8,1,insL-3,insL-3,NA,NA,NA,1
b2639,6,D5,1,NA,NA,NA,NA,NA,0
b2641,19,D2,-1,"ypjM_1,ypjM_2",NA,"ypjM_1,ypjM_2",ypjM_1M_2,NA,1
b2651,19,D12,NA,NA,NA,NA,NA,NA,NA
b2680,11,A7,1,"ygaX,ygaY",NA,"ygaX,ygaY",ygaXY,NA,1
b2861,18,G5,-1,"insC-4,insCD-4,insD-4,ygeO,ygeN,ygeM,insC1",insC1,"insC-4,insCD-4,insD-4,ygeO,ygeN,ygeM",insCD-4C-4D-4-ygeONM,insC1,1
b2974,4,D1,-1,yghJ,yghJ,NA,NA,NA,1
b3007,1,D3,-1,"exbB,exbD",NA,"exbB,exbD",exbBD,NA,1
b3044,2,E3,1,"insC-5,insCD-5,insD-5,yqiG,yqiH,yqiI,insC1",insC1,"insC-5,insCD-5,insD-5,yqiG,yqiH,yqiI",insC-5CD-5D-5-yqiGHI,insC1,1
b3218,18,A2,-1,insH-10,insH-10,NA,NA,NA,1
b3505,19,B8,-1,insH-11,insH-11,NA,NA,NA,1
b4283,2,G10,1,insN-2,insN-2,NA,NA,NA,1
b4285,6,F9,1,"insO-2,yjhW,yjhV",NA,"insO-2,yjhW,yjhV",insO-2-yjhWV,NA,1
bacA,13,F2,-1,bacA,bacA,NA,NA,NA,1
barA,5,H11,1,barA,barA,NA,NA,NA,1
bax,4,G8,-1,bax,bax,NA,NA,NA,1
bcsE,18,D1,1,"bcsE,bcsF,bcsG",NA,"bcsE,bcsF,bcsG",bcsEFG,NA,1
betT,15,E2,1,betT,betT,NA,NA,NA,1
bfd,9,C6,-1,"bfd,bfr",NA,"bfd,bfr",bfd-bfr,NA,1
bglA,3,D9,1,bglA,bglA,NA,NA,NA,1
bioB,7,F12,1,"bioB,bioF,bioC,bioD",NA,"bioB,bioF,bioC,bioD",bioBFCD,NA,1
bisC,7,H3,-1,bisC,bisC,NA,NA,NA,1
blc,9,B5,-1,blc,blc,NA,NA,NA,1
bolA,18,D9,1,bolA,bolA,NA,NA,NA,1
borD,13,H10,-1,borD,borD,NA,NA,NA,1
brnQ,12,G8,1,"brnQ,proY",NA,"brnQ,proY",brnQ-proY,NA,1
btuB,10,A6,1,"btuB,murI",NA,"btuB,murI",btuB-murI,NA,1
btuC,14,C11,-1,"btuC,btuE,btuD",NA,"btuC,btuE,btuD",btuCED,NA,1
cadA,2,D7,-1,cadA,cadA,NA,NA,cadA,1
cadB,17,A9,-1,"cadB,cadA",NA,"cadB,cadA",cadBA,cadA,1
caiC,2,C7,-1,caiC,caiC,NA,NA,NA,1
cbdA,3,G3,1,"appC,appB,appX,appA",NA,"appC,appB,appX,appA",appCBXA,appA,1
cbpA,13,H9,-1,"cbpA,cbpM",NA,"cbpA,cbpM",cbpAM,NA,1
cca,10,C8,1,cca,cca,NA,NA,cca,1
cdaR,11,G4,1,cdaR,cdaR,NA,NA,NA,1
cdd,5,A10,1,cdd,cdd,NA,NA,NA,1
cfa,5,G9,1,NA,NA,NA,NA,NA,0
chaB,20,C9,1,"chaB,chaC",NA,"chaB,chaC",chaBC,chaC,1
chaC,16,E7,1,chaC,chaC,NA,NA,chaC,1
chbA,17,A6,-1,chbA,chbA,NA,NA,NA,1
chiA,4,D3,-1,chiA,chiA,NA,NA,NA,1
cirA,18,H8,-1,cirA,cirA,NA,NA,NA,1
citC,6,H7,-1,"citC,citD,citE,citF,citX,citG",NA,"citC,citD,citE,citF,citX,citG",citCDEFXG,NA,1
citT,3,A10,-1,citT,citT,NA,NA,NA,1
cld,18,H6,-1,wzzB,wzzB,NA,NA,NA,1
clpB,4,D12,-1,clpB,clpB,NA,NA,NA,1
clpP,20,H10,1,"clpP,clpX,lon",NA,"clpP,clpX,lon",clpPX-lon,"clpX,lon",1
clpS,15,G1,1,clpS,clpS,NA,NA,NA,1
clpX,20,A8,1,clpX,clpX,NA,NA,clpX,1
cls,9,A1,-1,"clsA,yciU",NA,"clsA,yciU",clsA-yciU,NA,1
cmk,9,H3,1,"cmk,rpsA,ihfB",NA,"cmk,rpsA,ihfB",cmk-rpsA-ihfB,"rpsA,ihfB",1
cmr,16,E3,1,mdfA,mdfA,NA,NA,NA,1
coaE,6,A1,-1,"coaE,zapD,yacG",NA,"coaE,zapD,yacG",coaE-zapD-yacG,yacG,1
cobU,7,B2,-1,"cobU,cobS,cobT,yeeH",yeeH,"cobU,cobS,cobT",cobUST,NA,1
codB,16,H7,1,"codB,codA",NA,"codB,codA",codBA,NA,1
corA,16,H5,1,corA,corA,NA,NA,NA,1
cpdA,12,B2,-1,cpdA,cpdA,NA,NA,cpdA,1
cpdB,5,F5,-1,cpdB,cpdB,NA,NA,NA,1
cpsG,6,B2,-1,cpsG,cpsG,NA,NA,NA,1
crcA,15,E5,1,pagP,pagP,NA,NA,NA,1
crcB,11,D7,-1,crcB,crcB,NA,NA,NA,1
creA,12,E5,1,"creA,creB,creC,creD",NA,"creA,creB,creC,creD",creABCD,creB,1
creB,11,B4,1,creB,creB,NA,NA,creB,1
crl,5,H3,1,crl,crl,NA,NA,NA,1
crp,2,A6,1,crp,crp,NA,NA,NA,1
csdA,19,E4,1,"csdA,csdE",NA,"csdA,csdE",csdAE,NA,1
csgC,7,E1,1,csgC,csgC,NA,NA,NA,1
csiD,17,C8,1,"csiD,lhgO,gabD,gabT,gabP",NA,"csiD,lhgO,gabD,gabT,gabP",csiD-lhgO-gabDTP,NA,1
csiE,5,C12,1,csiE,csiE,NA,NA,NA,1
cspA,11,A6,1,cspA,cspA,NA,NA,NA,1
cspB,11,D8,-1,cspB,cspB,NA,NA,NA,1
cspD,16,B11,-1,cspD,cspD,NA,NA,NA,1
cspG,2,G1,1,cspG,cspG,NA,NA,NA,1
cspI,17,F12,-1,cspI,cspI,NA,NA,NA,1
cueO,1,B6,1,cueO,cueO,NA,NA,NA,1
cueR,7,D5,1,cueR,cueR,NA,NA,NA,1
cusC,14,A6,1,"cusC,cusF,cusB,cusA",NA,"cusC,cusF,cusB,cusA",cusCFBA,NA,1
cusR,14,F8,-1,"cusR,cusS",NA,"cusR,cusS",cusRS,NA,1
cutA,11,C9,-1,cutA,cutA,NA,NA,NA,1
cvpA,15,A7,-1,"cvpA,purF,ubiX",NA,"cvpA,purF,ubiX",cvpA-purF-ubiX,ubiX,1
cvrA,21,A5,-1,cvrA,cvrA,NA,NA,NA,1
cyaA,20,C7,1,cyaA,cyaA,NA,NA,NA,1
cybC,3,G9,1,cybC,cybC,cybC,cybC,NA,1
cydD,14,C8,-1,"cydD,cydC",NA,"cydD,cydC",cydDC,NA,1
cynR,20,B11,-1,cynR,cynR,NA,NA,NA,1
cynT,20,B7,1,"cynT,cynS,cynX",NA,"cynT,cynS,cynX",cynTSX,NA,1
cyoA,2,C9,-1,"cyoA,cyoB,cyoC,cyoD,cyoE",NA,"cyoA,cyoB,cyoC,cyoD,cyoE",cyoABCDE,NA,1
cysB,1,A10,1,cysB,cysB,NA,NA,NA,1
cysD,9,F2,-1,"cysD,cysN,cysC",NA,"cysD,cysN,cysC",cysDNC,NA,1
cysH,2,C12,-1,cysH,cysH,NA,NA,cysH,1
cysJ,2,G8,-1,"cysJ,cysI,cysH",NA,"cysJ,cysI,cysH",cysJIH,cysH,1
cysK,1,B2,1,cysK,cysK,NA,NA,NA,1
cysP,1,E10,-1,"cysP,cysU,cysW,cysA,cysM",NA,"cysP,cysU,cysW,cysA,cysM",cysPUWAM,cysW,1
cysQ,5,E5,1,cysQ,cysQ,NA,NA,NA,1
cysS,9,H12,1,cysS,cysS,NA,NA,NA,1
cysT,8,D10,-1,"cysT,leuZ","cysT,leuZ",NA,NA,NA,1
cysW,14,D3,-1,cysW,cysW,NA,NA,cysW,1
cysZ,16,H6,1,cysZ,cysZ,NA,NA,NA,1
cytR,12,C2,-1,cytR,cytR,NA,NA,NA,1
dacA,11,B10,-1,dacA,dacA,NA,NA,NA,1
dacB,8,G12,1,dacB,dacB,NA,NA,NA,1
dam,12,F4,-1,dam,dam,NA,NA,dam,1
dapA,1,E11,-1,"dapA,bamC",NA,"dapA,bamC",dapA-bamC,NA,1
dapF,1,B4,1,"yifL,dapF,yigA,xerC,yigB",NA,"yifL,dapF,yigA,xerC,yigB",yifL-dapF-yigA-xerC-yigB,NA,1
dcd,17,E5,-1,dcd,dcd,NA,NA,dcd,1
dcm,12,E11,-1,"dcm,vsr",NA,"dcm,vsr",dcm-vsr,NA,1
dcp,4,G5,-1,dcp,dcp,NA,NA,NA,1
dctA,15,A2,-1,dctA,dctA,NA,NA,NA,1
dcuA,15,A5,-1,dcuA,dcuA,NA,NA,dcuA,1
dcuS,4,B11,-1,"dcuS,dcuR",NA,"dcuS,dcuR",dcuSR,NA,1
ddlA,19,B1,-1,ddlA,ddlA,NA,NA,NA,1
deaD,8,E2,-1,"yrbN,deaD",NA,"yrbN,deaD",yrbN-deaD,NA,1
dedA,10,H10,-1,dedA,dedA,NA,NA,dedA,1
def,8,H2,1,"def,fmt",NA,"def,fmt",def-fmt,NA,1
degQ,4,E8,1,"degQ,degS",NA,"degQ,degS",degQS,NA,1
deoA,5,B3,1,deoA,deoA,NA,NA,deoA,1
deoB,5,B4,1,deoB,deoB,NA,NA,deoB,1
deoC,5,E6,1,"deoC,deoA,deoB,deoD",NA,"deoC,deoA,deoB,deoD",deoCABD,"deoA,deoB,deoD",1
deoD,5,B5,1,deoD,deoD,NA,NA,deoD,1
deoR,4,B12,-1,deoR,deoR,NA,NA,NA,1
der,6,C11,-1,der,der,NA,NA,NA,1
dfp,9,G5,1,dfp,dfp,NA,NA,NA,1
dgkA,8,H7,1,dgkA,dgkA,NA,NA,NA,1
dgoR,19,H7,-1,"dgoR,dgoK,dgoA,dgoD,dgoT",NA,"dgoR,dgoK,dgoA,dgoD,dgoT",dgoRKADT,NA,1
dgt,18,B3,1,dgt,dgt,NA,NA,NA,1
dhaM,11,E6,-1,dhaM,dhaM,NA,NA,NA,1
dhaR,3,D6,1,dhaR,dhaR,NA,NA,NA,1
dicB,11,A4,1,dicF,dicF,NA,NA,NA,1
dinB,12,G7,1,"dinB,yafN,yafO,yafP",NA,"dinB,yafN,yafO,yafP",dinB-yafNOP,NA,1
dinG,12,D8,1,dinG,dinG,NA,NA,NA,1
dinJ,13,A3,-1,"dinJ,yafQ",NA,"dinJ,yafQ",dinJ-yafQ,NA,1
dkgA,16,A8,1,dkgA,dkgA,NA,NA,NA,1
dkgB,10,C11,1,dkgB,dkgB,NA,NA,NA,1
dksA,10,B4,-1,dksA,dksA,NA,NA,NA,1
dmsA,3,G2,1,"dmsA,dmsB,dmsC",NA,"dmsA,dmsB,dmsC",dmsABC,NA,1
dnaJ,20,F8,1,dnaJ,dnaJ,NA,NA,dnaJ,1
dnaK,20,E8,1,"dnaK,tpke11,dnaJ",NA,"dnaK,tpke11,dnaJ",dnaK-tpke11-dnaJ,dnaJ,1
dnaQ,12,C11,1,dnaQ,dnaQ,NA,NA,NA,1
dnaX,10,C6,1,dnaX,dnaX,NA,NA,NA,1
dpbA,12,A8,-1,yihG,yihG,NA,NA,NA,1
dpiB,6,G6,1,"dpiB,dpiA",NA,"dpiB,dpiA",dpiBA,NA,1
dppA,15,A3,-1,"dppA,dppB,dppC,dppD,dppF",NA,"dppA,dppB,dppC,dppD,dppF",dppABCDF,dppB,1
dppB,14,D5,-1,dppB,dppB,NA,NA,dppB,1
dps,2,B12,-1,dps,dps,NA,NA,NA,1
dsbG,13,H8,-1,dsbG,dsbG,NA,NA,NA,1
dsdC,20,H3,-1,dsdC,dsdC,NA,NA,NA,1
dsdX,20,D9,1,"dsdX,dsdA",NA,"dsdX,dsdA",dsdXA,NA,1
dsrA,19,B4,-1,dsrA,dsrA,NA,NA,NA,1
dusA,18,F11,1,dusA,dusA,NA,NA,NA,1
dusB,18,A4,1,"dusB,fis",NA,"dusB,fis",dusB-fis,NA,1
dusC,10,E1,-1,dusC,dusC,NA,NA,NA,1
dxr,8,C4,1,dxr,dxr,NA,NA,NA,1
eaeH,5,D9,NA,NA,NA,NA,NA,NA,NA
ecfD,8,G10,1,bamD,bamD,NA,NA,NA,1
ecfE,11,F1,1,rseP,rseP,NA,NA,NA,1
ecfG,8,G5,1,"ygiM,cca",NA,"ygiM,cca",ygiM-cca,cca,1
ecfI,4,H12,1,yidQ,yidQ,NA,NA,NA,1
ecfK,11,F4,1,"bamA,skp,lpxD,fabZ,lpxA,lpxB,rnhB,dnaE",NA,"bamA,skp,lpxD,fabZ,lpxA,lpxB,rnhB,dnaE",bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,"skp,fabZ",1
eco,11,H7,1,eco,eco,NA,NA,NA,1
ecpD,12,E7,-1,"yadV,htrE",NA,"yadV,htrE",yadV-htrE,NA,1
edd,1,G3,-1,"edd,eda",NA,"edd,eda",edd-eda,NA,1
efp,8,H8,1,efp,efp,NA,NA,NA,1
ego,17,C11,1,"lsrA,lsrC,lsrD,lsrB,lsrF,lsrG,tam",NA,"lsrA,lsrC,lsrD,lsrB,lsrF,lsrG,tam",lsrACDBFG-tam,tam,1
elaA,10,E4,-1,elaA,elaA,NA,NA,NA,1
elaB,10,H5,-1,elaB,elaB,NA,NA,NA,1
elaD,5,C4,1,elaD,elaD,NA,NA,NA,1
Empty,1,A12,NA,NA,NA,NA,NA,NA,NA
Empty,20,A12,NA,NA,NA,NA,NA,NA,NA
Empty,5,A12,NA,NA,NA,NA,NA,NA,NA
Empty,19,A12,NA,NA,NA,NA,NA,NA,NA
Empty,6,A12,NA,NA,NA,NA,NA,NA,NA
Empty,9,A12,NA,NA,NA,NA,NA,NA,NA
Empty,13,A12,NA,NA,NA,NA,NA,NA,NA
Empty,2,A12,NA,NA,NA,NA,NA,NA,NA
Empty,11,A12,NA,NA,NA,NA,NA,NA,NA
Empty,3,A12,NA,NA,NA,NA,NA,NA,NA
Empty,14,A12,NA,NA,NA,NA,NA,NA,NA
Empty,17,A12,NA,NA,NA,NA,NA,NA,NA
Empty,10,A12,NA,NA,NA,NA,NA,NA,NA
Empty,15,A12,NA,NA,NA,NA,NA,NA,NA
Empty,18,A12,NA,NA,NA,NA,NA,NA,NA
Empty,12,A12,NA,NA,NA,NA,NA,NA,NA
Empty,8,A12,NA,NA,NA,NA,NA,NA,NA
Empty,7,A12,NA,NA,NA,NA,NA,NA,NA
Empty,4,A12,NA,NA,NA,NA,NA,NA,NA
Empty,16,A12,NA,NA,NA,NA,NA,NA,NA
emrA,13,G2,1,emrA,emrA,NA,NA,emrA,1
emrE,13,F7,1,emrE,emrE,NA,NA,emrE,1
emrR,2,D8,1,"mprA,emrA,emrB",NA,"mprA,emrA,emrB",mprA-emrAB,emrA,1
eno,1,H2,-1,eno,eno,NA,NA,eno,1
entC,15,E3,1,"entC,entE,entB,entA,entH",NA,"entC,entE,entB,entA,entH",entCEBAH,NA,1
entD,7,A4,-1,entD,entD,NA,NA,entD,1
entF,7,F1,1,NA,NA,NA,NA,NA,1
entS,14,B6,1,entS,entS,NA,NA,NA,1
envY,11,E5,-1,"envY,ompT",NA,"envY,ompT",envY-ompT,ompT,1
erfK,4,E12,-1,ldtA,ldtA,NA,NA,NA,1
eutB,2,G7,-1,"eutB,eutC,eutL,eutK,eutR",NA,"eutB,eutC,eutL,eutK,eutR",eutBCLKR,eutR,1
eutN,6,C9,-1,"eutN,eutE,eutJ,eutG",NA,"eutN,eutE,eutJ,eutG",eutNEJG,NA,1
eutR,12,B9,-1,eutR,eutR,NA,NA,eutR,1
eutS,10,D1,-1,"eutS,eutP,eutQ,eutT,eutD,eutM",NA,"eutS,eutP,eutQ,eutT,eutD,eutM",eutSPQTDM,NA,1
evgA,13,E5,1,"evgA,evgS",NA,"evgA,evgS",evgAS,NA,1
exuR,2,F8,1,exuR,exuR,NA,NA,NA,1
fabF,5,G8,1,fabF,fabF,NA,NA,NA,1
fabR,19,G12,1,"fabR,yijD",fabR,"fabR,yijD",fabR-yijD,NA,1
fabZ,5,H2,1,fabZ,fabZ,NA,NA,fabZ,1
fadB,4,G10,-1,"fadB,fadA",NA,"fadB,fadA",fadBA,NA,1
fadE,18,H12,-1,fadE,fadE,NA,NA,NA,1
fadI,6,C2,-1,"fadI,fadJ",NA,"fadI,fadJ",fadIJ,NA,1
fadL,16,G10,1,fadL,fadL,NA,NA,NA,1
fdhD,3,F9,1,fdhD,fdhD,NA,NA,NA,1
fdhF,4,A5,-1,fdhF,fdhF,NA,NA,NA,1
fdnG,3,F2,1,"fdnG,fdnH,fdnI",NA,"fdnG,fdnH,fdnI",fdnGHI,NA,1
fdoG,4,B9,-1,"fdoG,fdoH,fdoI,fdhE",NA,"fdoG,fdoH,fdoI,fdhE",fdoGHI-fdhE,NA,1
fdrA,13,D10,1,"fdrA,ylbE,ylbF,ybcF",NA,"fdrA,ylbE,ylbF,ybcF",fdrA-ylbEF-ybcF,ylbE,1
feaB,3,D7,1,feaB,feaB,NA,NA,NA,1
feaR,3,D12,-1,feaR,feaR,NA,NA,NA,1
fecA,17,A3,-1,"fecA,fecB,fecC,fecD,fecE",NA,"fecA,fecB,fecC,fecD,fecE",fecABCDE,NA,1
fecI,18,B5,-1,"fecI,fecR",NA,"fecI,fecR",fecIR,NA,1
fepA,16,G2,-1,"fepA,entD",NA,"fepA,entD",fepA-entD,entD,1
fepB,15,E9,-1,fepB,fepB,NA,NA,NA,1
fepD,14,G7,-1,"fepD,fepG,fepC",NA,"fepD,fepG,fepC",fepDGC,NA,1
fes,16,E2,1,"fes,ybdZ,entF,fepE",NA,"fes,ybdZ,entF,fepE",fes-ybdZ-entF-fepE,NA,1
fhlA,3,G7,1,fhlA,fhlA,NA,NA,NA,1
fhuA,18,E6,1,"fhuA,fhuC,fhuD,fhuB",NA,"fhuA,fhuC,fhuD,fhuB",fhuACDB,fhuC,1
fhuC,14,E1,1,fhuC,fhuC,NA,NA,fhuC,1
fhuF,4,C11,-1,NA,NA,NA,NA,NA,3
fimD,18,F2,1,fimD,fimD,NA,NA,NA,1
fiu,7,C4,-1,fiu,fiu,NA,NA,NA,1
fixC,2,F6,1,fixC,fixC,NA,NA,NA,1
fklB,8,H9,1,fklB,fklB,NA,NA,NA,1
fkpA,9,E11,-1,fkpA,fkpA,NA,NA,NA,1
fkpB,9,D1,1,fkpB,fkpB,NA,NA,NA,1
fldA,3,H10,-1,"fldA,uof,fur",NA,"fldA,uof,fur",fldA-uof-fur,NA,1
fldB,9,G3,1,fldB,fldB,NA,NA,NA,1
flgA,1,G10,-1,"flgA,flgM,flgN",NA,"flgA,flgM,flgN",flgAMN,flgM,1
