"UAL_promoter","Strand","Reports_genes","Gene","Operon","Operon_name","Duplicated_reporting"
"ygcB",-1,"cas3","cas3",NA,NA,NA
"ygcF",-1,"queE","queE",NA,NA,NA
"ygcW",-1,"ygcW","ygcW",NA,NA,NA
"ygdI",-1,"ygdI","ygdI",NA,NA,NA
"ygdL",-1,"tcdA","tcdA",NA,NA,NA
"ygdQ",1,"ygdQ","ygdQ",NA,NA,NA
"ygdR",1,"ygdR","ygdR",NA,NA,NA
"ygeA",-1,"ygeA","ygeA",NA,NA,"ygeA"
"ygeF",1,"ygeF","ygeF",NA,NA,NA
"ygeG",1,"ygeG","ygeG",NA,NA,NA
"ygeI",1,"ygeI","ygeI",NA,NA,NA
"ygeQ",-1,"ygeQ","ygeQ",NA,NA,NA
"ygeR",-1,"ygeR","ygeR",NA,NA,NA
"ygeX",1,"ygeX","ygeX",NA,NA,NA
"ygeY",1,"ygeY","ygeY",NA,NA,NA
"ygfF",-1,"ygfF","ygfF",NA,NA,NA
"ygfU",1,"uacT","uacT",NA,NA,NA
"yggD",-1,"yggD","yggD",NA,NA,NA
"yggE",-1,"yggE","yggE",NA,NA,NA
"yggH",-1,"trmI,yggL",NA,"trmI,yggL","trmI-yggL",NA
"yggM",-1,"yggM","yggM",NA,NA,NA
"ygiD",-1,"ygiD","ygiD","ygiD","ygiD",NA
"ygiF",-1,"ygiF,glnE",NA,"ygiF,glnE","ygiF-glnE",NA
"ygiH",1,"ygiH","ygiH",NA,NA,NA
"ygiL",1,"ygiL","ygiL",NA,NA,NA
"ygiP",-1,"ttdR","ttdR",NA,NA,NA
"ygiR",-1,"ygiQ","ygiQ",NA,NA,NA
"ygiS",-1,"ygiS","ygiS",NA,NA,NA
"ygiU",-1,"mqsR,mqsA",NA,"mqsR,mqsA","mqsRA",NA
"ygiW",-1,"ygiW","ygiW",NA,NA,NA
"ygiZ",-1,"ygiZ","ygiZ",NA,NA,NA
"ygjD",-1,"tsaD","tsaD",NA,NA,NA
"ygjG",1,"patA","patA",NA,NA,NA
"ygjH",-1,"ygjH","ygjH",NA,NA,NA
"ygjI",1,"ygjI","ygjI",NA,NA,NA
"ygjJ",1,"ygjJ,ygjK",NA,"ygjJ,ygjK","ygjJK",NA
"ygjN",-1,"higB,higA",NA,"higB,higA","higBA",NA
"ygjO",-1,"rlmG","rlmG",NA,NA,NA
"ygjQ",1,"ygjQ","ygjQ",NA,NA,NA
"ygjR",1,"ygjR","ygjR",NA,NA,NA
"ygjV",-1,"ygjV","ygjV",NA,NA,NA
"yhaH",1,"yhaH","yhaH",NA,NA,NA
"yhaJ",-1,"yhaJ","yhaJ",NA,NA,NA
"yhaK",1,"yhaK,yhaL",NA,"yhaK,yhaL","yhaKL",NA
"yhbC",-1,"rimP","rimP",NA,NA,NA
"yhbE",-1,"yhbE","yhbE",NA,NA,NA
"yhbO",1,"yhbO","yhbO",NA,NA,NA
"yhbP",-1,"yhbP","yhbP",NA,NA,NA
"yhbQ",1,"yhbQ","yhbQ",NA,NA,NA
"yhbT",-1,"yhbT,yhbS",NA,"yhbT,yhbS","yhbTS",NA
"yhbU",1,"yhbU,yhbV",NA,"yhbU,yhbV","yhbUV",NA
"yhbW",1,"yhbW","yhbW",NA,NA,NA
"yhbX",-1,"yhbX","yhbX",NA,NA,NA
"yhcA",1,"yhcA,yhcD,ychE_1",NA,"yhcA,yhcD,ychE_1","yhcAD-ychE_1",NA
"yhcB",1,"yhcB","yhcB",NA,NA,NA
"yhcF",1,"ychE_2,yhcF","yhcF","ychE_2,yhcF","ychE_2-yhcF",NA
"yhcG",1,"yhcG","yhcG",NA,NA,NA
"yhcM",-1,"zapE","zapE",NA,NA,NA
"yhcO",-1,"yhcO","yhcO",NA,NA,NA
"yhdA",-1,"csrD","csrD",NA,NA,NA
"yhdH",1,"yhdH","yhdH",NA,NA,NA
"yhdJ",1,"yhdJ","yhdJ",NA,NA,NA
"yhdN",-1,"yhdN,zntR",NA,"yhdN,zntR","yhdN-zntR",NA
"yhdX",1,"yhdX","yhdX",NA,NA,NA
"yhdY",1,"yhdY","yhdY",NA,NA,NA
"yheO",-1,"yheO,tusD,tusC,tusB",NA,"yheO,tusD,tusC,tusB","yheO-tusDCB",NA
"yheS",1,"yheS,yheT,yheU",NA,"yheS,yheT,yheU","yheSTU",NA
"yhfA",-1,"yhfA","yhfA",NA,NA,NA
"yhfG",-1,"yhfG,fic,pabA",NA,"yhfG,fic,pabA","yhfG-fic-pabA",NA
"yhfK",1,"yhfK","yhfK",NA,NA,NA
"yhfL",1,"yhfL","yhfL",NA,NA,NA
"yhfX",-1,"yhfX,yhfW,php,yhfU,yhfT,yhfS",NA,"yhfX,yhfW,php,yhfU,yhfT,yhfS","yhfXW-php-yhfUTS",NA
"yhfZ",-1,"yhfZ,yhfY",NA,"yhfZ,yhfY","yhfZY",NA
"yhgA",1,"yhgA","yhgA",NA,NA,NA
"yhgE",-1,"yhgE","yhgE",NA,NA,NA
"yhgF",1,"yhgF","yhgF",NA,NA,NA
"yhgN",1,"yhgN","yhgN",NA,NA,NA
"yhhF",1,"rsmD,yhhL",NA,"rsmD,yhhL","rsmD-yhhL",NA
"yhhM",-1,"yhhM","yhhM",NA,NA,NA
"yhhN",1,"yhhN","yhhN",NA,NA,NA
"yhhQ",1,"yhhQ","yhhQ",NA,NA,NA
"yhhT",1,"yhhT","yhhT",NA,NA,NA
"yhhW",-1,"yhhW","yhhW",NA,NA,NA
"yhhY",1,"yhhY","yhhY",NA,NA,NA
"yhhZ",1,"yhhZ,yrhA,insA-6,insAB-6,insB-6",NA,"yhhZ,yrhA,insA-6,insAB-6,insB-6","yhhZ-yrhA-insA-6AB-6B-6",NA
"yhiD",-1,"yhiD","yhiD",NA,NA,"yhiD"
"yhiI",-1,"yhiI,rbbA,yhhJ",NA,"yhiI,rbbA,yhhJ","yhiI-rbbA-yhhJ",NA
"yhiJ",-1,"yhiJ","yhiJ",NA,NA,NA
"yhiP",1,"dtpB","dtpB",NA,NA,NA
"yhiR",1,"rlmJ","rlmJ",NA,NA,NA
"yhjB",-1,"yhjB","yhjB",NA,NA,NA
"yhjC",1,"yhjC","yhjC",NA,NA,NA
"yhjG",-1,"yhjG","yhjG",NA,NA,NA
"yhjJ",-1,"yhjJ","yhjJ",NA,NA,NA
"yhjK",-1,"pdeK","pdeK",NA,NA,NA
"yhjR",-1,"yhjR","yhjR",NA,NA,NA
"yhjX",-1,"yhjX","yhjX",NA,NA,NA
"yhjY",-1,"yhjY","yhjY",NA,NA,NA
"yiaD",1,"yiaD","yiaD",NA,NA,NA
"yiaF",-1,"yiaF","yiaF",NA,NA,NA
"yiaG",1,"yiaG","yiaG",NA,NA,NA
"yiaJ",-1,"yiaJ","yiaJ",NA,NA,NA
"yiaT",-1,"yiaT","yiaT",NA,NA,NA
"yiaU",1,"yiaU","yiaU",NA,NA,NA
"yiaW",-1,"yiaW,yiaV",NA,"yiaW,yiaV","yiaWV",NA
"yibF",-1,"yibF","yibF",NA,NA,NA
"yibK",1,"trmL","trmL",NA,NA,NA
"yibL",1,"yibL","yibL",NA,NA,NA
"yicC",1,"yicC","yicC",NA,NA,NA
"yicH",1,"yicH","yicH",NA,NA,NA
"yidE",-1,"yidE","yidE",NA,NA,NA
"yidH",-1,"yidH,yidG,yidF",NA,"yidH,yidG,yidF","yidHGF",NA
"yidI",1,"yidI","yidI",NA,NA,NA
"yidK",-1,"yidK,yidJ",NA,"yidK,yidJ","yidKJ",NA
"yidL",1,"yidL","yidL",NA,NA,NA
"yidR",-1,"yidR","yidR",NA,NA,NA
"yidS",1,"cbrA","cbrA",NA,NA,NA
"yidX",1,"yidX","yidX",NA,NA,NA
"yieE",1,"yieE,yieF",NA,"yieE,yieF","yieEF",NA
"yieG",-1,"adeP","adeP",NA,NA,NA
"yieH",1,"yieH","yieH",NA,NA,NA
"yifB",-1,"yifB","yifB",NA,NA,NA
"yifE",1,"yifE","yifE",NA,NA,NA
"yifM_2",1,"wzyE","wzyE",NA,NA,"wzyE"
"yigI",-1,"yigI","yigI",NA,NA,NA
"yihD",1,"yihD","yihD",NA,NA,NA
"yihL",1,"yihL,yihM",NA,"yihL,yihM","yihLM",NA
"yihN",1,"yihN","yihN",NA,NA,NA
"yihR",-1,"yihR","yihR",NA,NA,NA
"yihU",-1,"yihU,yihT,yihS",NA,"yihU,yihT,yihS","yihUTS",NA
"yihX",1,"yihX,yihY,dtd,yiiD",NA,"yihX,yihY,dtd,yiiD","yihXY-dtd-yiiD",NA
"yiiF",1,"yiiF","yiiF",NA,NA,NA
"yiiP",1,"fieF","fieF",NA,NA,NA
"yiiQ",-1,"yiiQ","yiiQ",NA,NA,NA
"yiiR",1,"yiiR","yiiR",NA,NA,NA
"yiiU",1,"zapB","zapB",NA,NA,NA
"yijF",-1,"yijF","yijF",NA,NA,NA
"yijO",-1,"yijO","yijO",NA,NA,NA
"yjaB",-1,"yjaB","yjaB",NA,NA,NA
"yjaH",1,"yjaH","yjaH",NA,NA,NA
"yjbB",1,"yjbB","yjbB",NA,NA,NA
"yjbE",1,"yjbE,yjbF,yjbG,yjbH",NA,"yjbE,yjbF,yjbG,yjbH","yjbEFGH",NA
"yjbI",1,"yjbI","yjbI","yjbI","yjbI",NA
"yjbJ",1,"yjbJ","yjbJ",NA,NA,NA
"yjbQ",1,"yjbQ,yjbR",NA,"yjbQ,yjbR","yjbQR",NA
"yjcD",1,"ghxP","ghxP",NA,NA,NA
"yjcE",1,"yjcE","yjcE",NA,NA,NA
"yjcH",-1,"yjcH","yjcH",NA,NA,NA
"yjcO",-1,"yjcO","yjcO",NA,NA,NA
"yjdB",-1,"eptA","eptA",NA,NA,NA
"yjdF",-1,"yjdF","yjdF",NA,NA,NA
"yjdI",1,"yjdI,yjdJ",NA,"yjdI,yjdJ","yjdIJ",NA
"yjdK",1,"ghoS,ghoT",NA,"ghoS,ghoT","ghoST",NA
"yjeB",1,"nsrR,rnr,rlmB,yjfI,yjfJ",NA,"nsrR,rnr,rlmB,yjfI,yjfJ","nsrR-rnr-rlmB-yjfIJ","rlmB,yjfI"
"yjeI",1,"yjeI","yjeI",NA,NA,NA
"yjeK",-1,"epmB","epmB",NA,NA,NA
"yjeN",1,"yjeN,yjeO",NA,"yjeN,yjeO","yjeNO",NA
"yjfI",1,"yjfI","yjfI",NA,NA,"yjfI"
"yjfK",1,"yjfK,yjfL,yjfM,yjfC",NA,"yjfK,yjfL,yjfM,yjfC","yjfKLMC",NA
"yjfQ",-1,"ulaR","ulaR",NA,NA,NA
"yjfY",-1,"yjfY","yjfY",NA,NA,NA
"yjgH",-1,"yjgH","yjgH",NA,NA,NA
"yjgR",-1,"yjgR","yjgR",NA,NA,NA
"yjhI",-1,"yjhI,yjhH,yjhG",NA,"yjhI,yjhH,yjhG","yjhIHG",NA
"yjhS",-1,"nanS","nanS",NA,NA,NA
"yjhU",-1,"yjhU","yjhU",NA,NA,NA
"yjiA",-1,"yjiA","yjiA",NA,NA,"yjiA"
"yjiH",-1,"yjiH,yjiG,iadA",NA,"yjiH,yjiG,iadA","yjiHG-iadA",NA
"yjiJ",-1,"yjiJ","yjiJ",NA,NA,NA
"yjiM",-1,"yjiM,yjiL",NA,"yjiM,yjiL","yjiML",NA
"yjiT",1,"yjiT","yjiT",NA,NA,NA
"yjiW",-1,"symE","symE",NA,NA,NA
"yjiX",-1,"yjiX,yjiA",NA,"yjiX,yjiA","yjiXA","yjiA"
"yjiY",-1,"yjiY","yjiY",NA,NA,NA
"yjjI",-1,"yjjI","yjjI",NA,NA,NA
"yjjJ",1,"yjjJ","yjjJ",NA,NA,NA
"yjjK",-1,"ettA","ettA",NA,NA,NA
"yjjL",-1,"lgoT","lgoT",NA,NA,NA
"yjjU",1,"yjjU,yjjV,ytjA","ytjA","yjjU,yjjV","yjjUV","yjjV"
"yjjV",1,"yjjV","yjjV",NA,NA,"yjjV"
"yjjY",1,"yjjY","yjjY",NA,NA,NA
"ykfA",-1,"ykfA,yafZ",NA,"ykfA,yafZ","ykfA-yafZ","yafZ"
"ykfG",-1,"ykfG","ykfG",NA,NA,NA
"ykfI",-1,"ykfI","ykfI",NA,NA,NA
"ykfJ",1,"ykfJ,prfH","ykfJ","ykfJ,prfH","ykfJ-prfH",NA
"ykgC",-1,"rclA,rclB,rclC",NA,"rclA,rclB,rclC","rclABC","rclB"
"ykgD",1,"rclR","rclR",NA,NA,NA
"ykgE",1,"ykgE,ykgF,ykgG",NA,"ykgE,ykgF,ykgG","ykgEFG","ykgF"
"ykgF",1,"ykgF","ykgF",NA,NA,"ykgF"
"ykgH",-1,"ykgH","ykgH",NA,NA,NA
"ykgI",-1,"rclB","rclB",NA,NA,"rclB"
"ykgJ",-1,"ykgJ","ykgJ",NA,NA,NA
"ykiA",1,"ykiA","ykiA",NA,NA,NA
"ylaB",-1,"pdeB","pdeB",NA,NA,NA
"ylaC",-1,"ylaC","ylaC",NA,NA,NA
"ylbE",1,"ylbE","ylbE",NA,NA,"ylbE"
"ylbG",-1,"ylbG","ylbG",NA,NA,NA
"ylcE",1,"tfaX","tfaX","tfaX","tfaX",NA
"yliE",1,"pdeI,dgcI",NA,"pdeI,dgcI","pdeI-dgcI",NA
"yliG",-1,"rimO","rimO",NA,NA,NA
"yliI",1,"yliI","yliI",NA,NA,NA
"ymcC",-1,"gfcB,gfcC,gfcD",NA,"gfcB,gfcC,gfcD","gfcBCD",NA
"ymcE",1,"ymcE,gnsA",NA,"ymcE,gnsA","ymcE-gnsA",NA
"ymdB",1,"ymdB,clsC",NA,"ymdB,clsC","ymdB-clsC",NA
"ymdE",1,"ymdE","ymdE",NA,NA,NA
"ymfE",-1,"ymfE,ymfD",NA,"ymfE,ymfD","ymfED",NA
"ymfI",1,"ymfI","ymfI",NA,NA,NA
"ymgE",1,"ymgE","ymgE",NA,NA,NA
"ymjA",-1,"ymjA","ymjA",NA,NA,NA
"ynaI",-1,"ynaI","ynaI",NA,NA,NA
"ynbA",1,"ynbA,ynbB,ynbC,ynbD",NA,"ynbA,ynbB,ynbC,ynbD","ynbABCD",NA
"yncA",-1,"mnaT,ydcZ",NA,"mnaT,ydcZ","mnaT-ydcZ",NA
"yncB",1,"curA","curA",NA,NA,NA
"yncC",1,"mcbR","mcbR",NA,NA,NA
"yncD",-1,"yncD","yncD",NA,NA,NA
"yncE",1,"yncE","yncE",NA,NA,NA
"yncG",1,"yncG","yncG",NA,NA,NA
"yncJ",-1,"yncJ","yncJ",NA,NA,NA
"yneE",-1,"yneE","yneE",NA,NA,NA
"yneF",-1,"dgcF","dgcF",NA,NA,NA
"yneH",-1,"yneH,yneG",NA,"yneH,yneG","yneHG",NA
"yneI",-1,"sad","sad",NA,NA,NA
"yneJ",1,"yneJ","yneJ",NA,NA,NA
"yneK",1,"yneK","yneK",NA,NA,NA
"ynfA",-1,"ynfA","ynfA",NA,NA,NA
"ynfB",1,"ynfB,speG",NA,"ynfB,speG","ynfB-speG",NA
"ynfC",-1,"ynfC","ynfC",NA,NA,NA
"ynfE",1,"ynfE,ynfF,ynfG,ynfH,dmsD",NA,"ynfE,ynfF,ynfG,ynfH,dmsD","ynfEFGH-dmsD",NA
"ynfK",-1,"ynfK","ynfK",NA,NA,"ynfK"
"ynfL",-1,"ynfL","ynfL",NA,NA,NA
"ynfM",1,"ynfM","ynfM",NA,NA,NA
"yniA",1,"yniA","yniA",NA,NA,NA
"yniC",1,"yniC","yniC",NA,NA,NA
"ynjF",-1,"ynjF","ynjF",NA,NA,NA
"yoaA",-1,"yoaA","yoaA",NA,NA,NA
"yoaB",1,"yoaB","yoaB",NA,NA,NA
"yoaD",1,"pdeD","pdeD",NA,NA,NA
"yoaE",-1,"yoaE","yoaE",NA,NA,NA
"yoaF",-1,"yoaF","yoaF",NA,NA,NA
"yoaH",-1,"yoaH","yoaH",NA,NA,NA
"yobF",-1,"yobF,cspC",NA,"yobF,cspC","yobF-cspC",NA
"yodB",1,"yodB","yodB",NA,NA,NA
"yohC",-1,"yohC","yohC",NA,NA,NA
"yohD",1,"yohD","yohD",NA,NA,NA
"yohJ",1,"yohJ,yohK",NA,"yohJ,yohK","yohJK",NA
"yohL",-1,"rcnR","rcnR",NA,NA,NA
"yohM",1,"rcnA,rcnB",NA,"rcnA,rcnB","rcnAB",NA
"yojI",-1,"yojI","yojI",NA,NA,NA
"ypdA",1,"ypdA,ypdB,ypdC",NA,"ypdA,ypdB,ypdC","ypdABC",NA
"ypeA",-1,"ypeA,yfeZ",NA,"ypeA,yfeZ","ypeA-yfeZ",NA
"ypfG",-1,"ypfG","ypfG",NA,NA,NA
"ypfH",-1,"ypfH","ypfH",NA,NA,NA
"ypfJ",-1,"ypfJ,tmcA",NA,"ypfJ,tmcA","ypfJ-tmcA",NA
"yphF",-1,"yphF,yphE,yphD",NA,"yphF,yphE,yphD","yphFED",NA
"yphG",-1,"yphG","yphG",NA,NA,NA
"yphH",1,"yphH","yphH",NA,NA,NA
"ypjA",-1,"ypjA","ypjA",NA,NA,NA
"ypjD",1,"ypjD","ypjD",NA,NA,NA
"yqaE",-1,"yqaE,kbp",NA,"yqaE,kbp","yqaE-kbp",NA
"yqcD",1,"queF","queF",NA,NA,NA
"yqcE",1,"yqcE,ygcE",NA,"yqcE,ygcE","yqcE-ygcE",NA
"yqeG",1,"yqeG","yqeG",NA,NA,NA
"yqeH",1,"yqeH","yqeH",NA,NA,NA
"yqeI",1,"yqeI,yqeJ",NA,"yqeI,yqeJ","yqeIJ",NA
"yqeK",-1,"yqeK","yqeK",NA,NA,NA
"yqfA",-1,"yqfA","yqfA",NA,NA,NA
"yqgA",1,"yqgA","yqgA",NA,NA,NA
"yqgD",-1,"yqgD","yqgD",NA,NA,NA
"yqhH",1,"yqhH","yqhH",NA,NA,NA
"yqiC",1,"yqiC","yqiC",NA,NA,NA
"yqiJ",1,"yqiJ,yqiK",NA,"yqiJ,yqiK","yqiJK",NA
"yqjC",1,"yqjC,yqjD,yqjE,yqjK",NA,"yqjC,yqjD,yqjE,yqjK","yqjCDEK",NA
"yqjF",1,"yqjF","yqjF",NA,NA,NA
"yqjG",1,"yqjG","yqjG",NA,NA,NA
"yqjH",-1,"yqjH","yqjH",NA,NA,NA
"yqjI",1,"yqjI","yqjI",NA,NA,NA
"yraL",-1,"rsmI","rsmI",NA,NA,NA
"yraM",1,"lpoA","lpoA",NA,NA,NA
"yraQ",-1,"yraQ","yraQ",NA,NA,NA
"yraR",-1,"yraR","yraR",NA,NA,NA
"yrbA",-1,"ibaG,murA",NA,"ibaG,murA","ibaG-murA","murA"
"yrbF",-1,"mlaF,mlaE,mlaD,mlaC,mlaB",NA,"mlaF,mlaE,mlaD,mlaC,mlaB","mlaFEDCB",NA
"yrbG",1,"yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr",NA,"yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr","yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr",NA
"yrbL",1,"yrbL","yrbL",NA,NA,NA
"yrfF",1,"yrfF","yrfF",NA,NA,NA
"ysgA",-1,"ysgA","ysgA",NA,NA,NA
"ytfB",-1,"ytfB","ytfB",NA,NA,NA
"ytfE",-1,"ytfE","ytfE",NA,NA,NA
"ytfF",-1,"ytfF","ytfF",NA,NA,NA
"ytfI",1,"ytfI","ytfI",NA,NA,NA
"ytfL",-1,"ytfL","ytfL",NA,NA,NA
"ytfM",1,"tamA,tamB,ytfP",NA,"tamA,tamB,ytfP","tamAB-ytfP",NA
"ytfQ",1,"ytfQ,ytfR,ytfT,yjfF",NA,"ytfQ,ytfR,ytfT,yjfF","ytfQRT-yjfF","ytfR"
"ytfR",1,"ytfR","ytfR",NA,NA,"ytfR"
"ytjB",-1,"ytjB,lplA",NA,"ytjB,lplA","ytjB-lplA",NA
"yzgL",-1,"yzgL","yzgL",NA,NA,NA
"zitB",-1,"zitB","zitB",NA,NA,NA
"zntA",1,"zntA","zntA",NA,NA,NA
"znuA",-1,"znuA","znuA",NA,NA,NA
"znuC",1,"znuC,znuB",NA,"znuC,znuB","znuCB",NA
"zraP",-1,"zraP","zraP",NA,NA,NA
"zraS",1,"zraS,zraR",NA,"zraS,zraR","zraSR",NA
"zupT",1,"zupT","zupT",NA,NA,NA
